Discipline,FinalOutcome,Sum of SatisfactionRating,Year,Quarter,Month,Day,Sum of SessionLengthMin,StudentLevel,TaskType,Sum of TotalPrompts,UsedAgain,Sum of AI_AssistanceLevel
Biology,Assignment Completed,5,2024,Qtr 4,November,11,9.84,Undergraduate,Studying,4,TRUE,5
Biology,Assignment Completed,3.6,2024,Qtr 4,November,12,13.61,Graduate,Brainstorming,3,TRUE,5
Biology,Assignment Completed,1,2024,Qtr 4,November,12,14.35,Undergraduate,Writing,3,FALSE,2
Biology,Assignment Completed,4,2024,Qtr 4,November,13,4.06,Undergraduate,Homework Help,1,TRUE,2
Biology,Assignment Completed,4.8,2024,Qtr 4,November,13,19.66,Undergraduate,Writing,5,TRUE,5
Biology,Assignment Completed,5,2024,Qtr 4,November,14,19.09,High School,Studying,5,TRUE,4
Biology,Assignment Completed,5,2024,Qtr 4,November,14,16.65,Undergraduate,Writing,7,TRUE,5
Biology,Assignment Completed,4.4,2024,Qtr 4,November,15,16.22,High School,Coding,4,FALSE,5
Biology,Assignment Completed,5,2024,Qtr 4,November,17,7.11,High School,Writing,2,TRUE,4
Biology,Assignment Completed,4.1,2024,Qtr 4,November,17,11.89,Undergraduate,Studying,2,TRUE,4
Biology,Assignment Completed,5,2024,Qtr 4,November,17,1.61,Undergraduate,Writing,1,FALSE,5
Biology,Assignment Completed,3.4,2024,Qtr 4,November,18,49.7,Graduate,Coding,21,TRUE,2
Biology,Assignment Completed,1.5,2024,Qtr 4,November,20,2.88,Undergraduate,Brainstorming,1,TRUE,2
Biology,Assignment Completed,3.7,2024,Qtr 4,November,20,30.57,Undergraduate,Coding,6,TRUE,3
Biology,Assignment Completed,1.7,2024,Qtr 4,November,22,3.64,Graduate,Writing,1,TRUE,3
Biology,Assignment Completed,3.4,2024,Qtr 4,November,23,16.9,Graduate,Research,3,TRUE,2
Biology,Assignment Completed,2.6,2024,Qtr 4,November,24,24.99,Graduate,Writing,8,TRUE,4
Biology,Assignment Completed,1,2024,Qtr 4,November,25,15.47,High School,Writing,4,TRUE,3
Biology,Assignment Completed,3.8,2024,Qtr 4,November,25,11.68,Undergraduate,Studying,3,FALSE,5
Biology,Assignment Completed,4.8,2024,Qtr 4,November,25,28.96,Undergraduate,Studying,6,TRUE,4
Biology,Assignment Completed,3.8,2024,Qtr 4,November,25,7.58,Undergraduate,Writing,1,TRUE,3
Biology,Assignment Completed,3.1,2024,Qtr 4,November,26,17.9,Undergraduate,Studying,4,FALSE,2
Biology,Assignment Completed,2.9,2024,Qtr 4,November,27,41.89,Graduate,Homework Help,14,TRUE,3
Biology,Assignment Completed,3.9,2024,Qtr 4,November,27,39.67,Undergraduate,Coding,19,FALSE,4
Biology,Assignment Completed,2.8,2024,Qtr 4,November,27,9.05,Undergraduate,Homework Help,2,TRUE,3
Biology,Assignment Completed,2.5,2024,Qtr 4,November,27,9.62,Undergraduate,Studying,2,TRUE,3
Biology,Assignment Completed,3.9,2024,Qtr 4,November,27,16.67,Undergraduate,Writing,8,TRUE,3
Biology,Assignment Completed,4.7,2024,Qtr 4,November,28,50.62,Graduate,Coding,18,TRUE,5
Biology,Assignment Completed,3.8,2024,Qtr 4,November,28,13.07,Graduate,Studying,4,TRUE,4
Biology,Assignment Completed,4,2024,Qtr 4,November,28,21.88,Graduate,Writing,9,FALSE,4
Biology,Assignment Completed,1.4,2024,Qtr 4,November,28,13.82,High School,Coding,3,FALSE,3
Biology,Assignment Completed,4.7,2024,Qtr 4,November,28,9.94,High School,Studying,4,TRUE,5
Biology,Assignment Completed,1.5,2024,Qtr 4,November,28,35.9,High School,Writing,13,TRUE,2
Biology,Assignment Completed,2.3,2024,Qtr 4,November,29,38.91,High School,Studying,10,FALSE,3
Biology,Assignment Completed,2.4,2024,Qtr 4,November,29,12.41,Undergraduate,Studying,2,TRUE,2
Biology,Assignment Completed,3.2,2024,Qtr 4,November,30,14.86,Graduate,Coding,6,TRUE,4
Biology,Assignment Completed,4.5,2024,Qtr 4,November,30,22.25,Graduate,Homework Help,5,TRUE,3
Biology,Assignment Completed,3.6,2024,Qtr 4,November,30,6.86,Undergraduate,Coding,1,FALSE,5
Biology,Assignment Completed,2.9,2024,Qtr 4,November,30,4.46,Undergraduate,Coding,1,TRUE,3
Biology,Assignment Completed,2.4,2024,Qtr 4,December,1,7.12,High School,Brainstorming,3,FALSE,3
Biology,Assignment Completed,4,2024,Qtr 4,December,1,17.28,High School,Coding,6,TRUE,3
Biology,Assignment Completed,2.4,2024,Qtr 4,December,1,14.23,Undergraduate,Homework Help,6,FALSE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,2,14.41,Undergraduate,Homework Help,3,TRUE,5
Biology,Assignment Completed,3.9,2024,Qtr 4,December,4,26.87,High School,Studying,7,FALSE,4
Biology,Assignment Completed,4.1,2024,Qtr 4,December,4,8.45,Undergraduate,Coding,2,TRUE,4
Biology,Assignment Completed,3.9,2024,Qtr 4,December,5,22.7,Undergraduate,Coding,9,TRUE,5
Biology,Assignment Completed,3.1,2024,Qtr 4,December,5,10.24,Undergraduate,Studying,2,TRUE,4
Biology,Assignment Completed,4.2,2024,Qtr 4,December,6,10.04,Graduate,Coding,3,FALSE,4
Biology,Assignment Completed,5,2024,Qtr 4,December,6,15.7,Undergraduate,Coding,3,FALSE,5
Biology,Assignment Completed,5,2024,Qtr 4,December,6,24.84,Undergraduate,Homework Help,8,TRUE,5
Biology,Assignment Completed,4,2024,Qtr 4,December,6,9.42,Undergraduate,Studying,2,TRUE,3
Biology,Assignment Completed,1.2,2024,Qtr 4,December,6,14.09,Undergraduate,Writing,4,TRUE,2
Biology,Assignment Completed,4.9,2024,Qtr 4,December,7,35.75,Graduate,Coding,7,TRUE,5
Biology,Assignment Completed,4.7,2024,Qtr 4,December,7,11.75,Undergraduate,Studying,5,FALSE,4
Biology,Assignment Completed,3.6,2024,Qtr 4,December,9,11.85,Graduate,Research,2,TRUE,4
Biology,Assignment Completed,4.5,2024,Qtr 4,December,9,5.12,High School,Coding,1,TRUE,4
Biology,Assignment Completed,2.6,2024,Qtr 4,December,9,50.07,Undergraduate,Homework Help,12,TRUE,3
Biology,Assignment Completed,1.5,2024,Qtr 4,December,10,19.93,Undergraduate,Coding,6,FALSE,3
Biology,Assignment Completed,3.2,2024,Qtr 4,December,10,15.32,Undergraduate,Studying,3,TRUE,3
Biology,Assignment Completed,3,2024,Qtr 4,December,11,9.03,High School,Studying,3,TRUE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,11,12.67,Undergraduate,Writing,3,TRUE,5
Biology,Assignment Completed,3,2024,Qtr 4,December,12,30.91,Undergraduate,Writing,10,TRUE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,13,1.95,Undergraduate,Writing,1,TRUE,4
Biology,Assignment Completed,4.2,2024,Qtr 4,December,14,8.29,Graduate,Studying,1,FALSE,5
Biology,Assignment Completed,4,2024,Qtr 4,December,16,14.79,High School,Homework Help,3,TRUE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,17,38.28,Graduate,Studying,13,TRUE,4
Biology,Assignment Completed,2.1,2024,Qtr 4,December,17,11.15,High School,Coding,2,TRUE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,17,29.79,High School,Writing,13,TRUE,5
Biology,Assignment Completed,3.5,2024,Qtr 4,December,17,11.85,Undergraduate,Homework Help,2,TRUE,4
Biology,Assignment Completed,3.7,2024,Qtr 4,December,18,37.95,Graduate,Writing,15,TRUE,4
Biology,Assignment Completed,4.2,2024,Qtr 4,December,18,7.91,Undergraduate,Coding,1,FALSE,3
Biology,Assignment Completed,1.7,2024,Qtr 4,December,18,65.62,Undergraduate,Writing,22,TRUE,2
Biology,Assignment Completed,3.6,2024,Qtr 4,December,19,14.41,Undergraduate,Studying,3,TRUE,4
Biology,Assignment Completed,3.1,2024,Qtr 4,December,20,20.73,Graduate,Coding,6,TRUE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,20,29.65,Graduate,Homework Help,7,TRUE,5
Biology,Assignment Completed,4.5,2024,Qtr 4,December,20,7.87,Undergraduate,Writing,2,FALSE,5
Biology,Assignment Completed,2.3,2024,Qtr 4,December,21,17.57,Undergraduate,Coding,5,TRUE,3
Biology,Assignment Completed,4.2,2024,Qtr 4,December,21,21.01,Undergraduate,Writing,6,TRUE,4
Biology,Assignment Completed,1,2024,Qtr 4,December,22,18.35,Graduate,Studying,7,FALSE,2
Biology,Assignment Completed,3,2024,Qtr 4,December,22,20.9,High School,Brainstorming,5,TRUE,4
Biology,Assignment Completed,3.6,2024,Qtr 4,December,22,29.72,Undergraduate,Homework Help,6,TRUE,5
Biology,Assignment Completed,5,2024,Qtr 4,December,23,43.09,Graduate,Coding,11,TRUE,5
Biology,Assignment Completed,1.9,2024,Qtr 4,December,23,38.73,Undergraduate,Writing,9,TRUE,3
Biology,Assignment Completed,3.2,2024,Qtr 4,December,24,34.6,Undergraduate,Coding,10,TRUE,3
Biology,Assignment Completed,1,2024,Qtr 4,December,24,15.48,Undergraduate,Writing,5,TRUE,2
Biology,Assignment Completed,3.3,2024,Qtr 4,December,25,8.61,Undergraduate,Homework Help,1,FALSE,3
Biology,Assignment Completed,2.5,2024,Qtr 4,December,25,27.74,Undergraduate,Writing,6,FALSE,3
Biology,Assignment Completed,5,2024,Qtr 4,December,26,35.6,Graduate,Coding,9,TRUE,4
Biology,Assignment Completed,2.9,2024,Qtr 4,December,26,12.02,Graduate,Writing,3,TRUE,4
Biology,Assignment Completed,3.9,2024,Qtr 4,December,26,9.2,Undergraduate,Writing,3,TRUE,5
Biology,Assignment Completed,4.2,2024,Qtr 4,December,27,8.05,Graduate,Studying,3,TRUE,4
Biology,Assignment Completed,2.7,2024,Qtr 4,December,27,11.72,Undergraduate,Writing,2,TRUE,4
Biology,Assignment Completed,3.3,2024,Qtr 4,December,30,21.68,Undergraduate,Studying,4,TRUE,3
Biology,Assignment Completed,4.7,2024,Qtr 4,December,31,18.24,High School,Studying,4,TRUE,4
Biology,Assignment Completed,5,2024,Qtr 4,December,31,18,Undergraduate,Studying,3,TRUE,5
Biology,Assignment Completed,2.6,2025,Qtr 1,January,1,18.57,Graduate,Coding,9,TRUE,3
Biology,Assignment Completed,3.8,2025,Qtr 1,January,1,67.56,Undergraduate,Writing,21,FALSE,3
Biology,Assignment Completed,8.7,2025,Qtr 1,January,4,33.47,Undergraduate,Writing,9,TRUE,8
Biology,Assignment Completed,4.6,2025,Qtr 1,January,5,58.27,Undergraduate,Writing,12,TRUE,3
Biology,Assignment Completed,4.7,2025,Qtr 1,January,6,9,Undergraduate,Homework Help,4,TRUE,5
Biology,Assignment Completed,5,2025,Qtr 1,January,6,21.41,Undergraduate,Studying,4,FALSE,5
Biology,Assignment Completed,3.8,2025,Qtr 1,January,7,14.28,High School,Studying,3,TRUE,3
Biology,Assignment Completed,4.3,2025,Qtr 1,January,7,19.47,Undergraduate,Coding,4,TRUE,4
Biology,Assignment Completed,4.6,2025,Qtr 1,January,7,35.51,Undergraduate,Homework Help,10,TRUE,5
Biology,Assignment Completed,8.6,2025,Qtr 1,January,7,34.23,Undergraduate,Studying,7,TRUE,9
Biology,Assignment Completed,1.4,2025,Qtr 1,January,8,8.13,Undergraduate,Coding,1,TRUE,1
Biology,Assignment Completed,3.1,2025,Qtr 1,January,8,23.44,Undergraduate,Studying,9,TRUE,4
Biology,Assignment Completed,1.1,2025,Qtr 1,January,9,17.13,Graduate,Studying,6,TRUE,2
Biology,Assignment Completed,4.5,2025,Qtr 1,January,9,7.62,High School,Homework Help,2,TRUE,5
Biology,Assignment Completed,2.9,2025,Qtr 1,January,9,3.52,Undergraduate,Coding,1,TRUE,4
Biology,Assignment Completed,4.6,2025,Qtr 1,January,9,13.93,Undergraduate,Studying,5,TRUE,4
Biology,Assignment Completed,3,2025,Qtr 1,January,10,17.57,High School,Homework Help,4,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,January,10,1.03,Undergraduate,Studying,1,TRUE,4
Biology,Assignment Completed,10,2025,Qtr 1,January,10,45.16,Undergraduate,Writing,16,TRUE,9
Biology,Assignment Completed,3.1,2025,Qtr 1,January,12,18.74,High School,Homework Help,4,TRUE,3
Biology,Assignment Completed,4.7,2025,Qtr 1,January,12,15.22,High School,Writing,3,TRUE,3
Biology,Assignment Completed,4.8,2025,Qtr 1,January,12,4.19,Undergraduate,Coding,1,TRUE,5
Biology,Assignment Completed,5,2025,Qtr 1,January,12,7.13,Undergraduate,Homework Help,1,TRUE,5
Biology,Assignment Completed,3.4,2025,Qtr 1,January,13,13.47,Graduate,Homework Help,6,TRUE,2
Biology,Assignment Completed,5,2025,Qtr 1,January,13,2.8,High School,Homework Help,1,TRUE,3
Biology,Assignment Completed,3.9,2025,Qtr 1,January,13,47.54,Undergraduate,Brainstorming,23,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,January,13,42.23,Undergraduate,Writing,13,TRUE,5
Biology,Assignment Completed,1.4,2025,Qtr 1,January,14,23.51,Graduate,Studying,6,TRUE,3
Biology,Assignment Completed,1.6,2025,Qtr 1,January,15,30.03,High School,Homework Help,9,TRUE,2
Biology,Assignment Completed,1,2025,Qtr 1,January,16,22.97,Undergraduate,Studying,4,TRUE,1
Biology,Assignment Completed,3.6,2025,Qtr 1,January,16,15.82,Undergraduate,Writing,4,FALSE,4
Biology,Assignment Completed,3.9,2025,Qtr 1,January,17,23.54,Graduate,Homework Help,5,TRUE,3
Biology,Assignment Completed,4.3,2025,Qtr 1,January,17,37.76,High School,Coding,8,TRUE,5
Biology,Assignment Completed,4,2025,Qtr 1,January,17,17.59,High School,Writing,6,FALSE,3
Biology,Assignment Completed,4.1,2025,Qtr 1,January,17,16.92,Undergraduate,Coding,5,TRUE,4
Biology,Assignment Completed,2.3,2025,Qtr 1,January,18,40.41,Undergraduate,Studying,14,TRUE,4
Biology,Assignment Completed,4.6,2025,Qtr 1,January,18,39.26,Undergraduate,Writing,9,FALSE,4
Biology,Assignment Completed,5,2025,Qtr 1,January,20,27.38,Graduate,Writing,6,FALSE,5
Biology,Assignment Completed,4,2025,Qtr 1,January,20,13.21,Undergraduate,Coding,6,TRUE,3
Biology,Assignment Completed,4.2,2025,Qtr 1,January,21,11.88,Graduate,Coding,3,TRUE,3
Biology,Assignment Completed,4.2,2025,Qtr 1,January,21,5.67,High School,Coding,2,TRUE,4
Biology,Assignment Completed,1,2025,Qtr 1,January,21,43.7,High School,Writing,12,TRUE,2
Biology,Assignment Completed,4.6,2025,Qtr 1,January,22,5.42,High School,Writing,1,TRUE,4
Biology,Assignment Completed,1,2025,Qtr 1,January,22,29.41,Undergraduate,Homework Help,10,TRUE,3
Biology,Assignment Completed,4.5,2025,Qtr 1,January,22,17.78,Undergraduate,Studying,3,TRUE,5
Biology,Assignment Completed,5,2025,Qtr 1,January,23,42.01,Undergraduate,Homework Help,8,TRUE,4
Biology,Assignment Completed,3.4,2025,Qtr 1,January,23,3.28,Undergraduate,Writing,1,TRUE,4
Biology,Assignment Completed,3,2025,Qtr 1,January,24,25.96,Undergraduate,Homework Help,5,TRUE,3
Biology,Assignment Completed,2.7,2025,Qtr 1,January,24,11.97,Undergraduate,Studying,5,FALSE,3
Biology,Assignment Completed,4.7,2025,Qtr 1,January,26,13.46,High School,Studying,6,TRUE,4
Biology,Assignment Completed,2,2025,Qtr 1,January,26,8.1,Undergraduate,Coding,3,TRUE,4
Biology,Assignment Completed,4.8,2025,Qtr 1,January,26,15.08,Undergraduate,Writing,3,TRUE,4
Biology,Assignment Completed,4,2025,Qtr 1,January,27,49.7,High School,Coding,19,TRUE,3
Biology,Assignment Completed,3.7,2025,Qtr 1,January,27,15.13,Undergraduate,Coding,5,TRUE,4
Biology,Assignment Completed,2.5,2025,Qtr 1,January,27,43.04,Undergraduate,Research,15,TRUE,4
Biology,Assignment Completed,7.1,2025,Qtr 1,January,27,28.18,Undergraduate,Writing,5,FALSE,6
Biology,Assignment Completed,5,2025,Qtr 1,January,28,47.52,Undergraduate,Homework Help,16,FALSE,5
Biology,Assignment Completed,4.7,2025,Qtr 1,January,30,23.15,Undergraduate,Writing,10,TRUE,4
Biology,Assignment Completed,3.4,2025,Qtr 1,January,31,29.56,Graduate,Writing,10,TRUE,3
Biology,Assignment Completed,4.1,2025,Qtr 1,January,31,29.77,Undergraduate,Coding,6,FALSE,4
Biology,Assignment Completed,3.9,2025,Qtr 1,February,1,20.73,Graduate,Coding,5,FALSE,3
Biology,Assignment Completed,1,2025,Qtr 1,February,1,58.74,Undergraduate,Brainstorming,18,TRUE,1
Biology,Assignment Completed,2.9,2025,Qtr 1,February,1,32.37,Undergraduate,Writing,13,FALSE,3
Biology,Assignment Completed,5,2025,Qtr 1,February,3,9.27,Undergraduate,Writing,2,TRUE,4
Biology,Assignment Completed,1,2025,Qtr 1,February,6,32.4,Undergraduate,Homework Help,9,TRUE,2
Biology,Assignment Completed,4.7,2025,Qtr 1,February,6,33.82,Undergraduate,Writing,7,TRUE,4
Biology,Assignment Completed,4.7,2025,Qtr 1,February,7,55.93,High School,Studying,12,TRUE,5
Biology,Assignment Completed,2.3,2025,Qtr 1,February,7,33.82,Undergraduate,Studying,10,TRUE,3
Biology,Assignment Completed,4.5,2025,Qtr 1,February,9,31.27,High School,Homework Help,7,TRUE,4
Biology,Assignment Completed,2.4,2025,Qtr 1,February,9,35.11,Undergraduate,Coding,12,FALSE,3
Biology,Assignment Completed,4.8,2025,Qtr 1,February,9,10.07,Undergraduate,Studying,2,FALSE,4
Biology,Assignment Completed,2.4,2025,Qtr 1,February,9,29.48,Undergraduate,Studying,9,TRUE,3
Biology,Assignment Completed,4.4,2025,Qtr 1,February,9,36.61,Undergraduate,Writing,11,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,February,10,7.41,Undergraduate,Coding,2,FALSE,5
Biology,Assignment Completed,4.3,2025,Qtr 1,February,10,10.08,Undergraduate,Research,3,TRUE,4
Biology,Assignment Completed,1.4,2025,Qtr 1,February,10,27.03,Undergraduate,Studying,6,FALSE,2
Biology,Assignment Completed,4.3,2025,Qtr 1,February,10,7.69,Undergraduate,Writing,2,FALSE,4
Biology,Assignment Completed,3.3,2025,Qtr 1,February,11,14.34,Undergraduate,Writing,5,FALSE,4
Biology,Assignment Completed,4.4,2025,Qtr 1,February,13,46.62,Undergraduate,Writing,22,TRUE,4
Biology,Assignment Completed,4.3,2025,Qtr 1,February,14,12.28,High School,Writing,4,FALSE,3
Biology,Assignment Completed,4.1,2025,Qtr 1,February,14,12.25,High School,Writing,2,TRUE,3
Biology,Assignment Completed,4.8,2025,Qtr 1,February,14,25.43,Undergraduate,Homework Help,5,TRUE,4
Biology,Assignment Completed,3.5,2025,Qtr 1,February,14,10.82,Undergraduate,Studying,2,TRUE,3
Biology,Assignment Completed,3.2,2025,Qtr 1,February,14,10.99,Undergraduate,Writing,2,FALSE,4
Biology,Assignment Completed,4.2,2025,Qtr 1,February,15,24.8,Graduate,Homework Help,9,TRUE,4
Biology,Assignment Completed,9.2,2025,Qtr 1,February,16,42.04,Undergraduate,Homework Help,17,TRUE,10
Biology,Assignment Completed,4.2,2025,Qtr 1,February,16,13.33,Undergraduate,Writing,2,TRUE,4
Biology,Assignment Completed,2.4,2025,Qtr 1,February,17,23.33,Graduate,Studying,7,TRUE,3
Biology,Assignment Completed,3.9,2025,Qtr 1,February,17,12.23,High School,Writing,4,TRUE,4
Biology,Assignment Completed,2.6,2025,Qtr 1,February,17,8.27,Undergraduate,Coding,1,TRUE,3
Biology,Assignment Completed,3.1,2025,Qtr 1,February,18,21.94,Undergraduate,Coding,4,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,February,18,16.35,Undergraduate,Writing,3,FALSE,4
Biology,Assignment Completed,4.3,2025,Qtr 1,February,19,45.1,Graduate,Studying,17,TRUE,3
Biology,Assignment Completed,3.9,2025,Qtr 1,February,19,17.59,Undergraduate,Coding,3,TRUE,4
Biology,Assignment Completed,2.8,2025,Qtr 1,February,19,12.11,Undergraduate,Writing,3,TRUE,3
Biology,Assignment Completed,2.2,2025,Qtr 1,February,20,2.2,Undergraduate,Writing,1,FALSE,2
Biology,Assignment Completed,2.9,2025,Qtr 1,February,21,43.72,High School,Studying,9,TRUE,4
Biology,Assignment Completed,4,2025,Qtr 1,February,21,3.4,Undergraduate,Coding,1,TRUE,4
Biology,Assignment Completed,4.7,2025,Qtr 1,February,22,52.19,Graduate,Coding,12,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,February,22,11.44,Undergraduate,Homework Help,3,TRUE,4
Biology,Assignment Completed,3.3,2025,Qtr 1,February,23,16.84,Graduate,Coding,5,TRUE,4
Biology,Assignment Completed,4.3,2025,Qtr 1,February,24,34.69,Undergraduate,Coding,9,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,February,24,14.78,Undergraduate,Homework Help,6,TRUE,4
Biology,Assignment Completed,4.5,2025,Qtr 1,February,25,12.68,Graduate,Coding,3,TRUE,4
Biology,Assignment Completed,2.4,2025,Qtr 1,February,25,15.91,High School,Writing,4,TRUE,2
Biology,Assignment Completed,2.6,2025,Qtr 1,February,25,9.33,Undergraduate,Writing,3,TRUE,2
Biology,Assignment Completed,2.5,2025,Qtr 1,February,26,27.16,Graduate,Homework Help,7,FALSE,4
Biology,Assignment Completed,3.8,2025,Qtr 1,February,27,2.41,High School,Coding,1,TRUE,4
Biology,Assignment Completed,1.4,2025,Qtr 1,February,27,15.95,Undergraduate,Coding,5,TRUE,3
Biology,Assignment Completed,4.8,2025,Qtr 1,February,28,55.45,Graduate,Coding,20,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,February,28,8.26,Undergraduate,Studying,2,TRUE,3
Biology,Assignment Completed,3,2025,Qtr 1,March,1,6.52,Undergraduate,Writing,1,TRUE,3
Biology,Assignment Completed,4.1,2025,Qtr 1,March,2,32.25,High School,Writing,8,FALSE,5
Biology,Assignment Completed,1.9,2025,Qtr 1,March,4,24.73,Graduate,Writing,8,TRUE,2
Biology,Assignment Completed,1,2025,Qtr 1,March,4,23.42,High School,Homework Help,4,FALSE,2
Biology,Assignment Completed,2.2,2025,Qtr 1,March,4,43.14,Undergraduate,Writing,8,TRUE,2
Biology,Assignment Completed,4.6,2025,Qtr 1,March,6,19.44,Graduate,Coding,7,TRUE,5
Biology,Assignment Completed,6.4,2025,Qtr 1,March,6,47.28,High School,Homework Help,15,TRUE,7
Biology,Assignment Completed,4.2,2025,Qtr 1,March,6,9.6,Undergraduate,Writing,2,TRUE,4
Biology,Assignment Completed,4.2,2025,Qtr 1,March,7,37.37,Undergraduate,Writing,10,TRUE,4
Biology,Assignment Completed,3,2025,Qtr 1,March,8,6.13,Graduate,Coding,1,TRUE,4
Biology,Assignment Completed,5,2025,Qtr 1,March,8,10.62,High School,Homework Help,2,TRUE,5
Biology,Assignment Completed,1,2025,Qtr 1,March,8,34,Undergraduate,Homework Help,11,TRUE,1
Biology,Assignment Completed,3.3,2025,Qtr 1,March,9,17.23,Graduate,Coding,3,TRUE,4
Biology,Assignment Completed,2.3,2025,Qtr 1,March,9,25.87,Undergraduate,Homework Help,6,FALSE,4
Biology,Assignment Completed,3.3,2025,Qtr 1,March,9,18.18,Undergraduate,Studying,4,TRUE,4
Biology,Assignment Completed,3.9,2025,Qtr 1,March,9,28.36,Undergraduate,Writing,7,TRUE,4
Biology,Assignment Completed,3.6,2025,Qtr 1,March,11,14.46,Graduate,Studying,3,TRUE,4
Biology,Assignment Completed,2.8,2025,Qtr 1,March,11,10.38,High School,Studying,4,TRUE,3
Biology,Assignment Completed,5,2025,Qtr 1,March,11,7.83,Undergraduate,Studying,2,TRUE,4
Biology,Assignment Completed,3.5,2025,Qtr 1,March,12,4.4,Undergraduate,Studying,1,FALSE,4
Biology,Assignment Completed,5,2025,Qtr 1,March,13,34.31,High School,Brainstorming,10,FALSE,5
